"","Time","ChangeNo","Kind","ChangeRate"
"342",110,1.20099999999998,"Tree 53",0.00129587488399423
"343",110,2.29899999999986,"Tree 53",0.0016799061355259
"344",100,2.29899999999986,"Tree 53",0.0016799061355259
"345",100,3.80499999999969,"Tree 53",0.00191494961212446
"346",90,3.80499999999969,"Tree 53",0.00191494961212446
"347",90,4.60399999999987,"Tree 53",0.00159126036342525
"348",80,4.60399999999987,"Tree 53",0.00159126036342525
"349",80,4.24099999999975,"Tree 53",0.000960872956411389
"350",70,4.24099999999975,"Tree 53",0.000960872956411389
"351",70,3.34999999999974,"Tree 53",0.000483248279880958
"352",60,3.34999999999974,"Tree 53",0.000483248279880958
"353",60,2.75399999999981,"Tree 53",0.000247932973616242
"354",50,2.75399999999981,"Tree 53",0.000247932973616242
"355",50,3.79599999999969,"Tree 53",0.000221924720714357
"356",40,3.79599999999969,"Tree 53",0.000221924720714357
"357",40,2.37599999999985,"Tree 53",9.49676562757455e-05
"358",30,2.37599999999985,"Tree 53",9.49676562757455e-05
"359",30,2.93299999999979,"Tree 53",8.84185403108778e-05
"360",20,2.93299999999979,"Tree 53",8.84185403108778e-05
"361",20,2.8279999999998,"Tree 53",7.6003035827525e-05
"362",10,2.8279999999998,"Tree 53",7.6003035827525e-05
"363",10,2.88599999999979,"Tree 53",7.64368322192671e-05
"364",0,2.88599999999979,"Tree 53",7.64368322192671e-05
"365",393.993998,0,"Tree 88",0
"366",390,0,"Tree 88",0
"367",390,0,"Tree 88",0
"368",380,0,"Tree 88",0
"369",380,0,"Tree 88",0
"370",370,0,"Tree 88",0
"371",370,0,"Tree 88",0
"372",360,0,"Tree 88",0
"373",360,0,"Tree 88",0
"374",350,0,"Tree 88",0
"375",350,0.001,"Tree 88",2.5e-05
"376",340,0.001,"Tree 88",2.5e-05
"377",340,0,"Tree 88",0
"378",330,0,"Tree 88",0
"379",330,0,"Tree 88",0
"380",320,0,"Tree 88",0
"381",320,0,"Tree 88",0
"382",310,0,"Tree 88",0
"383",310,0.003,"Tree 88",6.47859856510704e-05
"384",300,0.003,"Tree 88",6.47859856510704e-05
"385",300,0,"Tree 88",0
"386",290,0,"Tree 88",0
"387",290,0.001,"Tree 88",1.73347202034015e-05
"388",280,0.001,"Tree 88",1.73347202034015e-05
"389",280,0,"Tree 88",0
"390",270,0,"Tree 88",0
"391",270,0.002,"Tree 88",3.33333333333333e-05
"392",260,0.002,"Tree 88",3.33333333333333e-05
"393",260,0.001,"Tree 88",1.66666666666667e-05
"394",250,0.001,"Tree 88",1.66666666666667e-05
"395",250,0,"Tree 88",0
"396",240,0,"Tree 88",0
"397",240,0.003,"Tree 88",4.28571428571429e-05
"398",230,0.003,"Tree 88",4.28571428571429e-05
"399",230,0,"Tree 88",0
"400",220,0,"Tree 88",0
"401",220,0,"Tree 88",0
"402",210,0,"Tree 88",0
"403",210,0.001,"Tree 88",1.20477562939376e-05
"404",200,0.001,"Tree 88",1.20477562939376e-05
"405",200,0,"Tree 88",0
"406",190,0,"Tree 88",0
"407",190,0,"Tree 88",0
"408",180,0,"Tree 88",0
"409",180,0.001,"Tree 88",7.15821063545893e-06
"410",170,0.001,"Tree 88",7.15821063545893e-06
"411",170,0.003,"Tree 88",1.55317141787067e-05
"412",160,0.003,"Tree 88",1.55317141787067e-05
"413",160,0.02,"Tree 88",7.70922466666191e-05
"414",150,0.02,"Tree 88",7.70922466666191e-05
"415",150,0.443,"Tree 88",0.00121165485057028
"416",140,0.443,"Tree 88",0.00121165485057028
"417",140,0.690000000000001,"Tree 88",0.00126212561346142
"418",130,0.690000000000001,"Tree 88",0.00126212561346142
"419",130,2.05099999999989,"Tree 88",0.00262877841701284
"420",120,2.05099999999989,"Tree 88",0.00262877841701284
"421",120,0.896000000000001,"Tree 88",0.000820458562055389
"422",110,0.896000000000001,"Tree 88",0.000820458562055389
"423",110,1.82399999999991,"Tree 88",0.00116318493805491
"424",100,1.82399999999991,"Tree 88",0.00116318493805491
"425",100,6.15800000000039,"Tree 88",0.00268647561228669
"426",90,6.15800000000039,"Tree 88",0.00268647561228669
"427",90,4.43099999999981,"Tree 88",0.00131394675696115
"428",80,4.43099999999981,"Tree 88",0.00131394675696115
"429",80,3.19599999999976,"Tree 88",0.000624189357874006
"430",70,3.19599999999976,"Tree 88",0.000624189357874006
"431",70,2.75599999999981,"Tree 88",0.000349533007566653
"432",60,2.75599999999981,"Tree 88",0.000349533007566653
"433",60,2.16899999999987,"Tree 88",0.000177333332760908
"434",50,2.16899999999987,"Tree 88",0.000177333332760908
"435",50,3.32799999999974,"Tree 88",0.000181704338411601
"436",40,3.32799999999974,"Tree 88",0.000181704338411601
"437",40,2.53699999999983,"Tree 88",9.70626743253149e-05
"438",30,2.53699999999983,"Tree 88",9.70626743253149e-05
"439",30,2.68099999999982,"Tree 88",7.92586101220286e-05
"440",20,2.68099999999982,"Tree 88",7.92586101220286e-05
"441",20,3.03999999999978,"Tree 88",8.14474386659196e-05
"442",10,3.03999999999978,"Tree 88",8.14474386659196e-05
"443",10,2.90899999999979,"Tree 88",7.70399301283573e-05
"444",0,2.90899999999979,"Tree 88",7.70399301283573e-05
"445",397.597603,0.001,"Tree 165",6.58102298843475e-05
"446",390,0.001,"Tree 165",6.58102298843475e-05
"447",390,0,"Tree 165",0
"448",380,0,"Tree 165",0
"449",380,0,"Tree 165",0
"450",370,0,"Tree 165",0
"451",370,0,"Tree 165",0
"452",360,0,"Tree 165",0
"453",360,0,"Tree 165",0
"454",350,0,"Tree 165",0
"455",350,0,"Tree 165",0
"456",340,0,"Tree 165",0
"457",340,0,"Tree 165",0
"458",330,0,"Tree 165",0
"459",330,0,"Tree 165",0
"460",320,0,"Tree 165",0
"461",320,0,"Tree 165",0
"462",310,0,"Tree 165",0
"463",310,0,"Tree 165",0
"464",300,0,"Tree 165",0
"465",300,0.001,"Tree 165",2.5e-05
"466",290,0.001,"Tree 165",2.5e-05
"467",290,0,"Tree 165",0
"468",280,0,"Tree 165",0
"469",280,0.001,"Tree 165",2e-05
"470",270,0.001,"Tree 165",2e-05
"471",270,0.001,"Tree 165",1.9281989983122e-05
"472",260,0.001,"Tree 165",1.9281989983122e-05
"473",260,0,"Tree 165",0
"474",250,0,"Tree 165",0
"475",250,0,"Tree 165",0
"476",240,0,"Tree 165",0
"477",240,0,"Tree 165",0
"478",230,0,"Tree 165",0
"479",230,0,"Tree 165",0
"480",220,0,"Tree 165",0
"481",220,0,"Tree 165",0
"482",210,0,"Tree 165",0
"483",210,0.001,"Tree 165",1.29521577213259e-05
"484",200,0.001,"Tree 165",1.29521577213259e-05
"485",200,0,"Tree 165",0
"486",190,0,"Tree 165",0
"487",190,0.001,"Tree 165",1.12121204816346e-05
"488",180,0.001,"Tree 165",1.12121204816346e-05
"489",180,0.001,"Tree 165",1.03576970605208e-05
"490",170,0.001,"Tree 165",1.03576970605208e-05
"491",170,0,"Tree 165",0
"492",160,0,"Tree 165",0
"493",160,0.002,"Tree 165",1.1246197815154e-05
"494",150,0.002,"Tree 165",1.1246197815154e-05
"495",150,0.004,"Tree 165",1.65836627398088e-05
"496",140,0.004,"Tree 165",1.65836627398088e-05
"497",140,0.034,"Tree 165",9.58597716345634e-05
"498",130,0.034,"Tree 165",9.58597716345634e-05
"499",130,0.960000000000001,"Tree 165",0.00175503663704795
"500",120,0.960000000000001,"Tree 165",0.00175503663704795
"501",120,2.25899999999986,"Tree 165",0.00283856019848001
"502",110,2.25899999999986,"Tree 165",0.00283856019848001
"503",110,0.862000000000001,"Tree 165",0.000741510002728648
"504",100,0.862000000000001,"Tree 165",0.000741510002728648
"505",100,2.16199999999987,"Tree 165",0.00123678655529213
"506",90,2.16199999999987,"Tree 165",0.00123678655529213
"507",90,5.52000000000018,"Tree 165",0.00209699124402909
"508",80,5.52000000000018,"Tree 165",0.00209699124402909
"509",80,6.1720000000004,"Tree 165",0.00152229094540688
"510",70,6.1720000000004,"Tree 165",0.00152229094540688
"511",70,3.13999999999977,"Tree 165",0.000501068498333017
"512",60,3.13999999999977,"Tree 165",0.000501068498333017
"513",60,2.51899999999983,"Tree 165",0.000251377552329804
"514",50,2.51899999999983,"Tree 165",0.000251377552329804
"515",50,2.8519999999998,"Tree 165",0.000181853578261914
"516",40,2.8519999999998,"Tree 165",0.000181853578261914
"517",40,1.8829999999999,"Tree 165",8.08172037805045e-05
"518",30,1.8829999999999,"Tree 165",8.08172037805045e-05
"519",30,3.44599999999973,"Tree 165",0.000107842023326981
"520",20,3.44599999999973,"Tree 165",0.000107842023326981
"521",20,3.26799999999975,"Tree 165",8.84881401749296e-05
"522",10,3.26799999999975,"Tree 165",8.84881401749296e-05
"523",10,3.16099999999976,"Tree 165",8.36666790193313e-05
"524",0,3.16099999999976,"Tree 165",8.36666790193313e-05
"525",457.65766,0,"Tree 170",0
"526",450,0,"Tree 170",0
"527",450,0,"Tree 170",0
"528",440,0,"Tree 170",0
"529",440,0,"Tree 170",0
"530",430,0,"Tree 170",0
"531",430,0,"Tree 170",0
"532",420,0,"Tree 170",0
"533",420,0.002,"Tree 170",6.66666666666667e-05
"534",410,0.002,"Tree 170",6.66666666666667e-05
"535",410,0.001,"Tree 170",3.33333333333333e-05
"536",400,0.001,"Tree 170",3.33333333333333e-05
"537",400,0.003,"Tree 170",1e-04
"538",390,0.003,"Tree 170",1e-04
"539",390,0,"Tree 170",0
"540",380,0,"Tree 170",0
"541",380,0,"Tree 170",0
"542",370,0,"Tree 170",0
"543",370,0.001,"Tree 170",2.5e-05
"544",360,0.001,"Tree 170",2.5e-05
"545",360,0,"Tree 170",0
"546",350,0,"Tree 170",0
"547",350,0,"Tree 170",0
"548",340,0,"Tree 170",0
"549",340,0,"Tree 170",0
"550",330,0,"Tree 170",0
"551",330,0.001,"Tree 170",2e-05
"552",320,0.001,"Tree 170",2e-05
"553",320,0,"Tree 170",0
"554",310,0,"Tree 170",0
"555",310,0,"Tree 170",0
"556",300,0,"Tree 170",0
"557",300,0,"Tree 170",0
"558",290,0,"Tree 170",0
"559",290,0,"Tree 170",0
"560",280,0,"Tree 170",0
"561",280,0.001,"Tree 170",1.66666666666667e-05
"562",270,0.001,"Tree 170",1.66666666666667e-05
"563",270,0.002,"Tree 170",3.08048079528157e-05
"564",260,0.002,"Tree 170",3.08048079528157e-05
"565",260,0.002,"Tree 170",2.5e-05
"566",250,0.002,"Tree 170",2.5e-05
"567",250,0.002,"Tree 170",2.5e-05
"568",240,0.002,"Tree 170",2.5e-05
"569",240,0,"Tree 170",0
"570",230,0,"Tree 170",0
"571",230,0,"Tree 170",0
"572",220,0,"Tree 170",0
"573",220,0.002,"Tree 170",2.22222222222222e-05
"574",210,0.002,"Tree 170",2.22222222222222e-05
"575",210,0.001,"Tree 170",1.028730276283e-05
"576",200,0.001,"Tree 170",1.028730276283e-05
"577",200,0.003,"Tree 170",2.77808660840575e-05
"578",190,0.003,"Tree 170",2.77808660840575e-05
"579",190,0,"Tree 170",0
"580",180,0,"Tree 170",0
"581",180,0.002,"Tree 170",1.29597190612837e-05
"582",170,0.002,"Tree 170",1.29597190612837e-05
"583",170,0.002,"Tree 170",1.03080010085348e-05
"584",160,0.002,"Tree 170",1.03080010085348e-05
"585",160,0,"Tree 170",0
"586",150,0,"Tree 170",0
"587",150,0.015,"Tree 170",4.19360204446039e-05
"588",140,0.015,"Tree 170",4.19360204446039e-05
"589",140,0.609,"Tree 170",0.00114148922586838
"590",130,0.609,"Tree 170",0.00114148922586838
"591",130,2.05599999999988,"Tree 170",0.00279242968455255
"592",120,2.05599999999988,"Tree 170",0.00279242968455255
"593",120,1.39999999999996,"Tree 170",0.00131065488585517
"594",110,1.39999999999996,"Tree 170",0.00131065488585517
"595",110,1.8999999999999,"Tree 170",0.00120583175523269
"596",100,1.8999999999999,"Tree 170",0.00120583175523269
"597",100,4.12299999999971,"Tree 170",0.00180381903095215
"598",90,4.12299999999971,"Tree 170",0.00180381903095215
"599",90,6.07200000000036,"Tree 170",0.00177550070579029
"600",80,6.07200000000036,"Tree 170",0.00177550070579029
"601",80,3.84899999999969,"Tree 170",0.000748871963013606
"602",70,3.84899999999969,"Tree 170",0.000748871963013606
"603",70,2.39399999999985,"Tree 170",0.000306221553299198
